wav_path,duration,transcript
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37329861.wav,6.713,Mjumbe mpya wa Jamuhuri ya Afrika ya Kati anatoa wito wa kurekebishwa kikosi cha kulinda amani cha Umoja wa Mataifa
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37331826.wav,6.892,Kulingana na bei zilizotangazwa hivi karibuni na Mamlaka ya Udhibiti wa Huduma za Nishati na Maji
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37331905.wav,6.412,Kujitahidi kutoa sauti bila mafinikio kwa kuwa sauti huwa haitoki
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37331906.wav,5.15,viongozi wa kiraia wa Kivu Kaskazini na Ituri na
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37331928.wav,3.215,wanaweza kuathiriwa hasa wale wachanga
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37331943.wav,9.232,Wananchi wa Senegal walitii wito wa upinzani Na kuwataka kugonga sufuria na kupiga honi za magari yao siku ya Alhamis katika malalamiko
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37331965.wav,5.058,Ulaji wa chakula kilichoambukizwa na viini vinavyosababisha tatizo hili
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37331967.wav,8.47,Maeneo mengi hivi karibuni yamekumbwa na uhaba wa petroli na yanapopatikana bei zimepanda kwa viwango vikubwa sana
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37331989.wav,6.639,"Sauti ya Amerika kupitia Barazani na Swali la Leo Maswali na Majibu, na Salamu Zenu"
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37332009.wav,7.369,Kundi la dola ya Kiislamu lilidai kuwa wanachama wake waliwaua takribani wakristo ishirini
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37332133.wav,9.258,"Vuguvugu la Ishirini na tatu wamedhibithi sehemu zaidi ya kumi na nne, Kagame na Tshisekedi wamekubali kupunguza uhasama"
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37332147.wav,7.357,Watu kumi na sita wamefikishwa mahakamani kwa kuwauzia silaha wanamgambo huko Jamuhuri ya Kidemokrasia ya Kongo
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37662822.wav,2.72,Mkulima anaweza kutumia viazi lishe
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37663398.wav,5.711,Hali ya afya na huduma ya ujauzito waliokua nayo hadi asubuhi ya leo
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37663448.wav,4.747,kupika chakula kwa njia baora kunasaidia kutunza virutubisho
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37663614.wav,5.631,"Takwimu za Januari ziko juu kuliko pato la mauzo ya nje kutoka Kenya,"
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37663615.wav,1.825,kata vipande vikubwa
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37663834.wav,2.387,tumia kijiko kimoja cha unga ngano
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37664140.wav,3.234,unga wa viazi lishe una virutubisho vingi zaidi kuliko unga wa ngano
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37664243.wav,6.595,viazi lishe husaidia kurekebisha sukari mwilini virutubisho vya karotenoids
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37664492.wav,4.351,utahitaji yai moja katika upishi huu
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37664623.wav,3.061,utahitaji sukari kwa ajili ya pishi lako
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37664625.wav,4.695,watoto wajawazito na wanaonyonyesha wako kwenye hatari ya upungufu wa vitamini A
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37664931.wav,1.808,Kisha loweka usiku kucha
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37664933.wav,3.9,virutubisho vya matembele huisha ukipika mda mrefu
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37665153.wav,4.968,mama wajawazito na wanaonyonyesha pia wanashauriwa kula viazi lishe
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37665375.wav,4.33,Virutubishi vilivyomo kwenye viazi lihe hufanya yafuatayo
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37663235.wav,4.777,Kikombe cha chai mbili gram hamsini cha unga wa soya
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37663729.wav,2.521,wekw matembele pasipo na jua
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37663732.wav,5.273,udongo wenye kokoto hauruhusu mizizi ya kupanuka ili kupata viazi vikubwa
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37663757.wav,1.897,katika maeneo kame
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37663972.wav,2.359,Koroga huku unakaanga mchanganyiko
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37664161.wav,3.256,Kuna baadhi ya mikoa hulima viazi ise Tanzania
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37664412.wav,5.203,ukosefu wa vitamini A iliyo kwenye viazi lishe hupelekea mtoto kuugua surua
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37664468.wav,2.852,unga wa soya mbili gram hamsini utahitaji
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37664712.wav,4.209,virutubisho vya vitamin A huppotea kwenye jua
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37664713.wav,1.897,Mwiko wa kugeuzia viazi
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37664953.wav,3.592,Ongeza maji ya hamira uliyochachusha kwenye unga
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37664974.wav,3.485,Mtaala ni muhimu utangulizwe kabla ya kazi
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37665089.wav,2.603,Sukari kikombe cha chai moja
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37665091.wav,3.25,Elimu ya viazi Lishe muhimu kwa wazazi
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37665112.wav,3.637,viche ni viazi vitam vilivyokaushwa juani
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37665220.wav,4.004,Beta karotini ya viazi husaidia kutukinga na saratani
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37665341.wav,2.559,namna ya kuchakata viazi lishe
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37662814.wav,2.312,Fursa za kibiashara za viazi lishe
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37663138.wav,5.806,Ongeza unga kwenye meza na unyunyuzie chumvi kijiko moja cha chai
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37663337.wav,1.959,Faida ya viazi vitamu katika lishe
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37663503.wav,4.331,Viambaupishi vya maandazi ya kiazi lishe
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37663504.wav,5.39,wanga wa viazi lishe sukari yake ni tofauti na ya vyakula vingine
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37663505.wav,1.955,Thamani ya viazi lishe
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37663653.wav,3.422,viazi lishe majani yake huliwa na yana virutubishi vingi
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37663654.wav,2.319,unaweza kukoroka matembele ya viazi lishe
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37663766.wav,4.178,viazi lishe husaidia kwa mama wajawazito na wanaonyonyesha
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37663799.wav,1.758,Matumizi ya viazi lishe
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37663841.wav,2.188,jinsi ya kuanda viazi lishe
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37664081.wav,3.318,Mimina vipande vya viazi ulivyokata kwenye sufuria
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37664085.wav,6.59,pia viazi lishe vina vitamini B moja B tatu B mbili B tano B sita vitamini E na vitamini K
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37664270.wav,2.797,kisha osha matembele yako ya viazi lishe
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37664470.wav,3.019,Kutumia viazi kutengeneza pilau
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37665282.wav,3.033,kausha viazi lishe vyako
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37665383.wav,4.394,zao la viazi lishe linalimwa duniani kote
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37665427.wav,3.528,kanda unga na tia mafuta kiasi
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37665430.wav,4.189,Chakula chako kipo tayari kwa kuliwa
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37955161.wav,5.7,Mwongozo huu ni nakala inayoweza kuimarishwa baada ya muda kutegemea michango ya wadau mbalimbali
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37955162.wav,5.024,Zingatia usafi kama Vile kunawa mikono kabla na baada ya kumkamua kila ngamia
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37955167.wav,4.184,inatangaza kupitia redio televisheni na mitandao ya kijamii
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37955168.wav,8.49,Mapigano makali yanaendelea kati ya wanajeshi wa Jamuhuri ya Kidemokrasia ya Kongo na waasi wa Vuguvugu la Ishirini na tatu licha ya makubaliano ya Angola
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37955172.wav,2.542,wanaopinga kitendo cha kunyongwa kwake
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37955177.wav,6.092,Marekani waliharakia kuidhinisha matokeo ya uchaguzi wa mwaka wa elfu mbili kumi na saba
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37955184.wav,6.054,Baadhi ya waagizaji bidhaa hiyo wameendelea kununua mafuta wakisubiri tathmini ya bei kila mwezi
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37955186.wav,4.424,katika juhudi za kulilenga vyema kundi la al Shabaab na viongozi wake
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37955192.wav,5.439,Pia kundi liliahidi ushirika na Dola ya Kiislamu mwaka elfu mbili kumi na tisa
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37955197.wav,5.124,Kumi na nne) hadi shilingi elfu mbili mia nane sitini na moja za Tanzania (Dola moja.
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37955199.wav,7.19,Mwanachama mwingine wa umoja huo Msumbiji pia inakabiliana na uasi wa wanamgambo katika majimbo ya kaskazini
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37964491.wav,6.681,Wakisubiri kila mwezi kazi inayofanywa na Mamlaka ya Udhibiti wa Nishati na Petroli Aprili kumi na nne
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37964494.wav,4.723,Wananchi wa Afrika Mashariki hivi sasa wanaweza kuwa huru kusafiri kwenda Kongo
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37964501.wav,9.276,Kuhakikisha Jamuhuri ya Kidemokrasia ya Kongo inaunganishwa kwenye vyombo vya Jumuiya ya Afrika Mashariki ikiwa ni pamoja na Mahakama ya Haki ya Afrika
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37964505.wav,4.996,Waganda wanaoishi karibu na mpaka wa Tanzania wamekuwa wakivuka mpaka kununua petroli
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37964512.wav,5.927,Kukosa utulivu kushindwa kusimama imara ulimi kutoka nje kuinua miguu sana wakati wa kutembea
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37964514.wav,3.573,alifikia utaratibu wa kuulizwa maswali baada ya siku moja
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37964524.wav,3.662,mivutano katika vyombo vya habari na kusababisha migawanyiko
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37964525.wav,2.152,Baadhi ya waasi hao walirudi Kongo
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37964528.wav,3.993,Kuwa na wanyama wenye maambukizi husababisha ugonjwa wa homa ya mapafu
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37964530.wav,3.729,Matangazo ya Idhaa ya Kiswahili huwafikia mamilioni ya wasikilizaji
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37964544.wav,4.609,jumuia ya Afrika mashariki ikiwa ni pamoja na Mahakama ya Haki ya Afrika
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37964551.wav,2.194,ishirini na tisa nchini Kenya
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37982141.wav,7.615,"Matangazo ya Idhaa ya Kiswahili huwafikia mamilioni ya wasikilizaji katika Afrika Mashariki na Afrika ya kati, Pamoja na sehemu nyingine"
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37982153.wav,7.242,Katika bajeti ya nyongeza ambayo ilisainiwa na Rais Kenyatta Aprili nne aliidhinisha shilingi bilioni thelathini na nne
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37982247.wav,9.38,"Katika siku ya pili ya vikao vya seneti kuhusu uteuzi wake katika mahakama ya juu, jaji Ketanji Brown Jackson, alikabiliwa na maswali kwa saa kadhaa"
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37982277.wav,5.669,Maambukizi hutokea baada ya mnyama aliyesalama kula chakula kilichopumuliwa na mnyama ngonjwa
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37982291.wav,4.548,Zilisababisha vifo vya watu wawili na darzeni kujeruhiwa.
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37982302.wav,3.962,Mnyama kuogopa maji ni dalili muhimu ya ugonjwa wa kichaa cha mbwa
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37982305.wav,4.904,Njia ya kukabiliana na ugonjwa wa homa ya mapafu ni kutenga wanyama walioambukizwa
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37982320.wav,8.826,"Uganda huiuzia Jamhuri ya Kidemkrasia ya Kongo vitu kama Simenti, mafuta ya mawese petroli iliyosafishwa, bidhaa zilizopikwa."
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37982322.wav,4.845,Magari ya kubeba wanyama yanaweza kueneza ugonjwa wa miguu na midomo kwa ngombe
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37982359.wav,9.219,Kusaidia kupambana na kundi la waasi lenye vurugu linalojulikana kama Vikosi vya Washirika wa Kijamuhuri ya jamuhuri ya Kidemokrasia ya Kongo
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37982374.wav,6.87,waliuawa hapo Februari mosi mwendesha mashtaka wa kijeshi Joseph Makelele aliiambia mahakama
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37982375.wav,4.738,Kampala inasafirisha bidhaa kwenda jamuhuri ya kidemokrasia ya Kongo
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37982384.wav,6.413,"Lakini, kwa mujibu wa ripoti ya Benki ya Dunia, hayakutosha kuiinua nchi hiyo kufikia kiwango cha kipato cha kati."
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37982400.wav,2.774,Binti ya Dos Santos apinga kuzikwa kwake Angola
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37982408.wav,8.852,Ripoti ya Baraza la Jumuiya ya Afrika Mashariki ambayo gazeti la Mwana Afrika Mashariki iliiona inaonyesha kuwa Uganda haijaridhishwa na uteuzi
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37982412.wav,5.095,Toa taarifa ukishuku kuwepo kwa taarifa yoyote ya vifo vya ghafla vya wanyama
/Users/annette/Desktop/asr1/cleaned_sw_audio_14_0_delta/common_voice_sw_37982418.wav,3.216,Mifugo inaweza kuathiriwa na ugonjwa huu wa upele
